material_name,description,unit_price,unit,region,vendor,vat_rate,quality_score,updated_at,source
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.05,€/kg,Île-de-France,Leroy Merlin,20,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,8.39,€/unit,Auvergne-Rhône-Alpes,DonizoSim,,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",3.3,€/unit,PACA,PointP,,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",8.49,€/unit,Île-de-France,PointP,,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,1.64,€/kg,Belgium,Leroy Merlin,,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,5.48,€/liter,Île-de-France,Leroy Merlin,20,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",8.56,€/liter,Occitanie,Brico,20,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",13.49,€/liter,PACA,PointP,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,11.86,€/unit,Occitanie,Castorama,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",19.68,€/m²,Île-de-France,Castorama,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,1.63,€/kg,Occitanie,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",14.19,€/m²,Auvergne-Rhône-Alpes,Castorama,20,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,36.58,€/m²,Auvergne-Rhône-Alpes,Brico Dépôt,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,9.37,€/liter,Belgium,Castorama,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,23.66,€/m²,Auvergne-Rhône-Alpes,Brico,20,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",31.66,€/m²,Belgium,Leroy Merlin,20,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",14.27,€/liter,PACA,Brico,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",10.03,€/liter,Auvergne-Rhône-Alpes,Brico,10,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,12.89,€/unit,Auvergne-Rhône-Alpes,Leroy Merlin,20,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",7.29,€/liter,PACA,Castorama,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,21.88,€/unit,Île-de-France,Castorama,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,16.01,€/m²,Occitanie,Brico,20,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",29.69,€/m²,Île-de-France,Castorama,10,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,8.48,€/liter,Île-de-France,DonizoSim,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,12.97,€/liter,Occitanie,PointP,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,6.27,€/unit,Auvergne-Rhône-Alpes,Brico Dépôt,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",14.56,€/m²,Île-de-France,Castorama,20,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.52,€/liter,Belgium,Brico,,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,24.65,€/unit,Occitanie,Leroy Merlin,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,21.51,€/unit,Belgium,Brico,,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.08,€/unit,PACA,Brico Dépôt,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,3.16,€/kg,Occitanie,PointP,20,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",13.76,€/unit,Auvergne-Rhône-Alpes,Castorama,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.96,€/kg,Occitanie,Castorama,,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",1.91,€/kg,Belgium,PointP,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",32.78,€/m²,Belgium,Leroy Merlin,20,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,8.32,€/liter,PACA,Leroy Merlin,10,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.82,€/kg,Auvergne-Rhône-Alpes,Leroy Merlin,20,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",37.4,€/m²,Auvergne-Rhône-Alpes,Castorama,10,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,13.63,€/unit,PACA,DonizoSim,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,1.86,€/kg,Occitanie,Castorama,,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",13.79,€/liter,PACA,Brico,20,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",36.57,€/m²,Belgium,Brico,20,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",3.35,€/kg,PACA,Leroy Merlin,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",13.87,€/liter,Occitanie,Brico Dépôt,,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,12.48,€/m²,Île-de-France,Castorama,,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,22.1,€/m²,Île-de-France,Brico,,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,19.34,€/unit,Belgium,Leroy Merlin,,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",7.74,€/unit,Auvergne-Rhône-Alpes,Brico Dépôt,20,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.92,€/kg,Auvergne-Rhône-Alpes,PointP,20,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",13.71,€/liter,Occitanie,Castorama,10,5,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",16.74,€/m²,Occitanie,Castorama,,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",12.49,€/liter,Occitanie,Castorama,10,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,10.36,€/liter,Auvergne-Rhône-Alpes,Brico Dépôt,20,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,12.27,€/liter,Occitanie,DonizoSim,20,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,23.82,€/unit,PACA,Brico Dépôt,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,12.59,€/unit,Île-de-France,Brico,10,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.24,€/kg,PACA,Castorama,20,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,34.15,€/m²,Île-de-France,Brico Dépôt,20,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.55,€/kg,PACA,Castorama,20,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,32.64,€/m²,PACA,Castorama,,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,21.77,€/unit,Auvergne-Rhône-Alpes,Leroy Merlin,10,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.35,€/kg,Belgium,Castorama,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.48,€/liter,Belgium,PointP,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",13.45,€/liter,Belgium,Brico,20,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.46,€/kg,PACA,Brico,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,3.06,€/kg,PACA,Castorama,20,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,5.73,€/liter,PACA,Brico Dépôt,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",31.31,€/m²,Île-de-France,Brico Dépôt,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,13.37,€/unit,Occitanie,DonizoSim,10,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.16,€/unit,PACA,DonizoSim,10,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.19,€/unit,Belgium,PointP,20,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.99,€/kg,Île-de-France,PointP,20,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,6.05,€/liter,PACA,Leroy Merlin,20,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,8.35,€/liter,Occitanie,Brico,10,5,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,6.56,€/liter,Belgium,PointP,10,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",1.8,€/kg,Île-de-France,Brico Dépôt,20,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,31.41,€/m²,Auvergne-Rhône-Alpes,Castorama,20,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,14.25,€/unit,PACA,Castorama,20,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,12.2,€/liter,Auvergne-Rhône-Alpes,PointP,,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.36,€/kg,Île-de-France,Castorama,20,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",11.94,€/liter,Belgium,DonizoSim,10,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",7.45,€/liter,Belgium,DonizoSim,10,4,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,2.78,€/kg,Auvergne-Rhône-Alpes,Brico Dépôt,10,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,6.42,€/liter,Île-de-France,PointP,10,1,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,8.77,€/liter,Belgium,Brico,10,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",37.45,€/m²,PACA,Brico Dépôt,10,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.74,€/kg,Île-de-France,DonizoSim,,1,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,8.36,€/liter,Auvergne-Rhône-Alpes,Castorama,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",2.69,€/kg,Belgium,Leroy Merlin,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,28.8,€/m²,Belgium,Brico,20,1,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",25.88,€/m²,PACA,Brico,,3,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,8.93,€/liter,Occitanie,Leroy Merlin,,4,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.18,€/kg,PACA,PointP,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",2.0,€/kg,Occitanie,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,11.81,€/liter,PACA,Castorama,20,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,3.28,€/kg,Île-de-France,DonizoSim,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,42.78,€/m²,Occitanie,DonizoSim,,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
HydroFix Tile Glue White,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,7.85,€/liter,Belgium,DonizoSim,20,3,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",31.44,€/m²,Île-de-France,Brico Dépôt,,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",18.68,€/m²,PACA,Leroy Merlin,20,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,14.43,€/liter,Belgium,PointP,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,20.05,€/m²,Île-de-France,DonizoSim,10,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,2.47,€/kg,Île-de-France,DonizoSim,20,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,10.18,€/liter,Auvergne-Rhône-Alpes,Castorama,,3,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,14.73,€/unit,Belgium,DonizoSim,,4,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",1.71,€/kg,Belgium,Brico,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",4.62,€/unit,Île-de-France,Castorama,10,5,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",3.18,€/kg,Île-de-France,Brico Dépôt,,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,2.15,€/kg,Auvergne-Rhône-Alpes,Brico,,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,12.47,€/unit,PACA,Leroy Merlin,20,4,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",13.68,€/liter,Belgium,Castorama,10,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,20.61,€/unit,PACA,PointP,,3,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",25.58,€/m²,Île-de-France,DonizoSim,10,2,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",5.85,€/liter,Île-de-France,Brico,10,4,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,4.57,€/unit,Auvergne-Rhône-Alpes,Brico,,2,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",6.93,€/liter,PACA,Brico Dépôt,20,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,1.68,€/kg,Belgium,Brico,10,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,30.4,€/m²,Île-de-France,Brico Dépôt,20,2,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,11.37,€/liter,Île-de-France,Leroy Merlin,10,5,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
HydroFix Waterproof Adhesive,High-bond waterproof tile adhesive for interior walls; wet areas like shower; white,29.68,€/m²,Belgium,PointP,10,5,2025-08-03T14:30:00Z,https://www.leroymerlin.fr/produit/hydrofix-adhesive
Primer Seal Coat,Primer for porous surfaces; improves adhesion; interior,6.78,€/liter,Auvergne-Rhône-Alpes,Brico Dépôt,,2,2025-08-03T14:30:00Z,https://www.brico.be/produit/primer-seal-coat
Grout Anti-Mold White,Tile grout with anti-mold additive; white; bathroom and kitchen use,3.06,€/kg,Île-de-France,Brico,20,1,2025-08-03T14:30:00Z,https://www.bricodepot.fr/produit/grout-anti-mold-white
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",3.11,€/unit,Île-de-France,Brico,20,3,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Outdoor Cement Mix,"Weather-resistant cement mix for outdoor tiling, durable; suitable for patios",15.65,€/m²,Occitanie,Brico Dépôt,20,2,2025-08-03T14:30:00Z,https://www.pointp.fr/produit/outdoor-cement-mix
Matte White Ceramic Tile 60x60,"60x60cm waterproof ceramic tile, matte finish, wall, indoor, bathroom",6.17,€/liter,Belgium,Brico Dépôt,,1,2025-08-03T14:30:00Z,https://www.castorama.fr/produit/matte-white-ceramic-tile-60x60
